text,label
ARRIVED IN THE ORIGINAL PACKAGING. SUPPORT NEVER REPLIED AND THE SOUND CRACKLES AT LOW VOLUME. NEVER AGAIN.,negative
"My wife uses it more than I do. It is far too heavy, but support replied within an hour. Highly recommended.",positive
Cannot fault it. the camera is sharp even at night.,positive
My wife uses it more than I do. Returned it the same week. Absolutely the battery dies in two hours. Zero out of ten.,negative
Used it daily for two weeks. Charging is fast and the sound is surprisingly gooood. Exactly as described.,positive
Absolutely love his. Seriously the sound is surprisingly good. Would buy it again tomorrow.,positive
Used it daily for two weeks. Complete waste of money. Really delivery took three weeks. Very poor value.,negative
Very disappointed. Seriously the battery dies in two hours. Zero out of ten.,negative
"Nice box, broken product. it overheats while charging.",negative
It is far too heavy and it does not fit at all. Would not buy it again.,negative
Comparing it with my old one. The battery lasts all day and the sound is surprisingly good. Will buy again.,positive
It isn't perfect but i love it. the app is simple to use.,positive
"My wife uses it more than I do. The screen has dead pixels, but the camera is sharp even at night. No complaints at all.",positive
The screen has dead pixels and support never replied. Not worth the price.,negative
"Second one I have owned. Support never replied, but the screen is bright and sharp. Great value.",positive
Five stars. Really the battery lasts all day. Recommend it without hesitation.,positive
My wife uses it more than I do. Better than I expected. Absolutely the battery lasts all day. I would recommend it to anyone.,positive
Bought it last month. The camera is sharp even at night and the battery lasts all day. No complaints at all.,positive
Terrible experience. Seriously delivery took three weeks. Zero out of ten.,negative
Delighted with this one. Seriously the camera is sharp even at night. Great value.,positive
The battery lasts all day and the sound is surprisingly gooood. Very pleased.,positive
"Second one I have owned. he screen is reliable, but the keyboard is faulty. Deeply unimpressed.",negative
Support replied within an hour and the screen is bright and sharp. Will buy again.,positive
It is far too heavy and the plastic feels cheap. Not worth the price.,negative
Arrived in the original packaging. Returned it the same week. Honestly delivery took three weeks. Not worth the price.,negative
I waned to love this. it overheats while charging.,negative
Better than I expected. the camera is sharp even at night. Happy to recommend this one.,positive
"The fan is smooth, but the charger is fragile. Very poor value.",negative
Five stars. Seriously charging is fast. Ten out of ten.,positive
The keyboard is briliant and the battery lasts all day. Will buy again.,positive
Broke within a wee. it overheats while charging. Zero out of ten.,negative
It overheats while charging and the plastic feels cheap. Deeply unimpressed.,negative
Better than I expected. Genuinely the camera is sharp even at night. Recommend it without hesitation.,positive
"Comparing it with my old one. The screen is sturdy, but the finish is overpriced. Never again.",negative
The screen has dead pixels and setup was a nightmare. Would not buy it again.,negative
Returned it the same week — the app crashes on every launch,negative
The plastic feels cheap and the sound crackles at low volume. Asked for a refund.,negative
Cannot fault it. the app is simple to use.,positive
The stand is faulty and delivery took three weeks. Avoid.,negative
"The fan is faulty, but the charger is generous. Happy to recommend this one.",positive
"The battery lasts all day, but the sound crackles at low volume. Never again.",negative
Delivery took three weeks and the sound crackles at low volume. Deeply unimpressed.,negative
"The packaging is reliable, but the charger is cramped. Very poor value.",negative
Really happy with it. Really it is light and easy to carry. Exactly as described.,positive
Works beautifully. the ap is simple to use. Great value.,positive
"Delivery arrived a day early, but setup was a nightmare. Deeply unimpressed.",negative
Second one I have owned. Best purchase this year — delivery arrived a day early :),positive
The case is faulty an the app crashes on every launch. I cannot recommend it.,negative
"Used it daily for two weeks. Not bad at all, actually. the screen is bright and sharp.",positive
The cable is noisy and it does not fit at all. Would not buy it again.,negative
Not worth it. delivery took three weeks.,negative
Ordered during the sale. The case is comfortable and the screen is bright and sharp. Highly recommended.,positive
Five stars. Genuinely the sound is surprisingly good. I would recommend it to anyone.,positive
Returned it the same week. the sound crackles at low volume. Asked for a refund.,negative
Terrible experience. Seriously it overheats while charging. I cannot recommend it.,negative
Ordered during the sale. The cable is unreliable and delivery took three weeks. Asked for a refund.,negative
The camera is sharp even at night an setup took two minutes. Recommend it without hesitation.,positive
Comparing it with my old one. Would not recommend. Seriously it overheats while charging. Neer again.,negative
"The case is lovely, but the button is hopeless. Would not buy it again.",negative
Works beautifully. Genuinely it fits perfectly. Very pleased.,positive
It does not fit at all and it overheats while charging. Never again.,negative
Bought it last month. Best purchase this year. Realy the sound is surprisingly good. Very pleased.,positive
Comparing it with my old one. Works beautifully. Seriously it is light and easy to carry. I would recommend it to anyone.,positive
Would not recommend. Honestly the plastic feel cheap. Avoid.,negative
Bought it last month. The charger is fragile and it is far too heavy. Never again.,negative
"It fits perfectly, but the camera is blurry indoors. I cannot recommend it.",negative
Never had an issue. charging is fast.,positive
Better than I expected. Genuinely the battery lasts all day. Highly recommended.,positive
SUPPORT NEVER REPLIED AND SETUP WAS A NIGHTMARE. NEVER AGAIN.,negative
Bought it last month. I was ready to hate it and i don't. it is light and easy to carry.,positive
The app is simple to use and setup took two minutes. I would recommend it to anyone.,positive
The price is the only good thing. setup was a nightmare.,negative
"The keyboard is clunky, but the charger is brilliant. I would recommend it to anyone.",positive
Hardly any complaints. it is light and easy to carry.,positive
Worth every rupee. Genuinelycharging is fast. No complaints at all.,positive
"THE KEYBOARD IS FRAGILE, BUT THE KEYBOARD IS BRILLIANT. GREAT VALUE.",positive
Used it daily for two weeks. The screen is comfortable and support replied within an hour. Happy to recommend this one.,positive
Exactly what I needed. Genuinely the app is simple to use. Ten out of ten,positive
"The sound is surprisingly gooood, but the sound crackles at low volume.  cannot recommend it.",negative
